fixture,term,python_coef,python_se_wald,python_ci_lower_profile,python_ci_upper_profile,python_lr_stat,python_lr_pvalue,python_converged,python_n_iter
ordinary,intercept,-0.30936348664684227,0.024727705038068874,-0.35790738026961805,-0.2609823053402159,159.10232816336975,0.0,True,5
ordinary,x1,0.777742530072105,0.027588405339255807,0.724050663893683,0.8321927490374355,945.7439619987126,0.0,True,5
ordinary,x2,-0.5173696986927682,0.025885421314542016,-0.5683538171646996,-0.46689115806366943,433.7238856533859,0.0,True,5
sparse,intercept,-4.963329352913217,0.19243857654810775,-5.365612445698936,-4.606489507341823,5171.073851720233,0.0,True,11
sparse,x1_continuous,0.5404196242161762,0.13900671820150798,0.26525431241246133,0.8172152470875012,14.881484770248107,0.0001144811329905071,True,11
sparse,x2_boolean,0.43704133145533247,0.2805674769315406,-0.12787373671793067,0.9831412533330782,2.327571813410259,0.1271000016442817,True,11
complete_separation,intercept,-4.154150547718829,1.283539978503975,-8.970450979086111,-2.2975187733389926,49.39910932986,2.088440531622382e-12,True,42
complete_separation,x_separating,7.98017621007062,1.6999858462218036,5.380939602059485,21.645972716560422,97.37565251222856,0.0,True,42
complete_separation,x_noise,0.15496921524927876,0.8635391354362892,-4.454235089337179,4.9508928715944425,0.010734352614529374,0.9174814538690961,True,42
