fixture,term,python_coef,r_coef,coef_diff,coef_agree,python_ci_lower_profile,r_ci_lower_profile,ci_lower_diff,python_ci_upper_profile,r_ci_upper_profile,ci_upper_diff,ci_agree,python_lr_pvalue,r_lr_pvalue,pvalue_diff,pvalue_agree
complete_separation,intercept,-4.154150547718829,-4.154148,2.547718828793677e-06,True,-8.970450979086111,-8.970451,2.0913889287044185e-08,-2.297518773338993,-2.297519,2.266610068524244e-07,True,2.088440531622382e-12,2.088441e-12,4.683776181394956e-19,True
complete_separation,x_noise,0.1549692152492787,0.154947,2.2215249278700888e-05,True,-4.454235089337179,-4.454235,8.933717943193642e-08,4.9508928715944425,4.950893,1.2840555729809466e-07,True,0.917481453869096,0.9174815,4.613090398564168e-08,True
complete_separation,x_separating,7.98017621007062,7.980177,7.899293805735397e-07,True,5.380939602059485,5.38094,3.9794051520658513e-07,21.645972716560426,21.645973,2.8343957581000723e-07,True,0.0,0.0,0.0,True
ordinary,intercept,-0.3093634866468422,-0.309363,4.86646842212668e-07,True,-0.357907380269618,-0.357907,3.802696180166265e-07,-0.2609823053402159,-0.260982,3.053402158892382e-07,True,0.0,0.0,0.0,True
ordinary,x1,0.777742530072105,0.777743,4.699278949304997e-07,True,0.724050663893683,0.724051,3.361063170004286e-07,0.8321927490374355,0.832193,2.5096256450751753e-07,True,0.0,0.0,0.0,True
ordinary,x2,-0.5173696986927682,-0.51737,3.0130723183141583e-07,True,-0.5683538171646996,-0.568354,1.8283530045515306e-07,-0.4668911580636694,-0.466891,1.5806366937543004e-07,True,0.0,0.0,0.0,True
sparse,intercept,-4.963329352913217,-4.963329,3.5291321687225263e-07,True,-5.365612445698936,-5.365612,4.4569893642432135e-07,-4.606489507341823,-4.606489,5.073418227752313e-07,True,0.0,0.0,0.0,True
sparse,x1_continuous,0.5404196242161762,0.54042,3.7578382383607334e-07,True,0.2652543124124613,0.265254,3.1241246128965727e-07,0.8172152470875012,0.817215,2.470875011262308e-07,True,0.0001144811329905,0.0001144811,3.2990500007388027e-11,True
sparse,x2_boolean,0.4370413314553324,0.437041,3.3145533240297453e-07,True,-0.1278737367179306,-0.127874,2.6328206939596477e-07,0.9831412533330782,0.983141,2.533330781817611e-07,True,0.1271000016442817,0.1271,1.6442817107886754e-09,True
